name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Local ID,Big Data|CRM|Enterprise Software|Local|Local Advertising|Restaurants|Retail|Retail Technology|Software|Task Management,"1,900,000",operating,USA,CA,Los Angeles,Venice,1,2014,10/06/15,10/06/15,,,2014
LOLA,Consumer Goods,"1,200,000",operating,USA,NY,New York City,New York,1,2014,08/07/15,08/07/15,,,2014
Loup,Mobile|Transportation|Travel,"1,500,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,01/06/14,02/12/14,,,2014
LovePop Cards,Gift Card,"2,741,200",operating,USA,MA,Boston,Cambridge,3,2014,15/10/14,23/11/15,,,2014
LQD WiFi,Internet,"1,734,031",operating,USA,NY,New York City,New York,1,2014,08/07/15,08/07/15,,,2014
Lucent Health Solutions,Health and Wellness|Health Care|Medical|Risk Management,"13,500,000",operating,USA,TN,Nashville,Nashville,1,2014,16/10/14,16/10/14,,,2014
Lugg,Collaborative Consumption|Peer-to-Peer,"3,800,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,26/08/15,26/08/15,,,2014
MadKudu,Customer Service|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation,"1,128,000",operating,USA,CA,SF Bay Area,Mountain View,2,2014,14/06/15,23/11/15,,,2014
"MagicCube, Inc.",Cyber Security|E-Commerce|Internet of Things|Mobile Commerce|Mobile Security,"2,200,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,2014,27/08/15,27/08/15,,,2014
Magnises,Finance|Payments,"1,500,000",operating,USA,NY,New York City,New York,1,2014,01/01/14,01/01/14,,,2014
Maj.io,Human Resources|Recruiting,"1,412,666",operating,USA,NY,New York City,New York,5,2014,01/03/14,01/06/15,,,2014
MakeTime,E-Commerce|Manufacturing|Marketplaces,"3,850,000",operating,USA,KY,Lexington,Lexington,2,2014,01/07/14,30/06/15,,,2014
Maple,Mobile|Specialty Foods,"29,000,000",operating,USA,NY,New York City,New York,2,2014,05/11/14,20/03/15,,,2014
MathCrunch,Apps|EdTech|Online Education|Tutoring,"3,500,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,12/05/15,23/09/15,,,2014
MATTER,Health Care,"4,400,000",operating,USA,IL,Chicago,Chicago,1,2014,19/11/14,19/11/14,,,2014
Maven Clinic,Apps|Health and Wellness|Health Care,"2,200,000",operating,USA,NY,New York City,New York,2,2014,09/04/15,16/07/15,,,2014
Maximum Play,Development Platforms|Games|Software,"11,603,447",operating,USA,CA,SF Bay Area,San Francisco,1,2014,20/05/15,20/05/15,,,2014
Medpro Properties,Real Estate,"5,000,000",operating,USA,VA,VA - Other,Ft Myer,1,2014,27/01/15,27/01/15,,,2014
MedZed,Health Care,"3,200,000",operating,USA,GA,Atlanta,Atlanta,1,2014,30/09/15,30/09/15,,,2014
Merge VR,Augmented Reality|Consumer Electronics|Consumer Goods|Entertainment|Mobile Games|Technology|Virtual Worlds|Wearables,"1,380,000",operating,USA,TX,San Antonio,San Antonio,3,2014,27/01/14,05/12/14,,,2014
"metacog, Inc.",Big Data Analytics|Education|Educational Games|Machine Learning|Service Providers|Skill Assessment,"2,000,000",operating,USA,MA,Worcester,Worcester,1,2014,24/09/14,24/09/14,,,2014
MetaMind,Artificial Intelligence|Big Data|Computer Vision|Image Recognition|Machine Learning|Software,"8,000,000",operating,USA,CA,SF Bay Area,Palo Alto,1,2014,05/12/14,05/12/14,,,2014
M.Gemi,E-Commerce|Fashion|Online Shopping|Retail,"32,000,000",operating,USA,MA,Boston,Boston,2,2014,24/03/15,04/11/15,,,2014
MicroOptx,Health Care,"2,400,000",operating,USA,MN,Minneapolis,Maple Grove,1,2014,18/06/15,18/06/15,,,2014
Midfin Systems,Cloud Infrastructure|Computers|Network Security|Security,"2,575,000",operating,USA,WA,Seattle,Redmond,2,2014,01/07/14,19/05/15,,,2014
MightySignal,B2B|SaaS,"2,510,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,14/11/14,03/02/15,,,2014
"Minio, Inc.",Internet|Open Source|Software,"3,300,000",operating,USA,CA,SF Bay Area,Redwood City,1,2014,17/06/15,17/06/15,,,2014
Minnesota Medical Solutions,Pharmaceuticals,"16,600,000",operating,USA,MO,MO - Other,Edina,1,2014,20/04/15,20/04/15,,,2014
Mirador Financial,Banking|Financial Services|FinTech|Information Technology,"9,700,000",operating,USA,OR,"Portland, Oregon",Portland,3,2014,07/08/14,30/11/15,,,2014
miroculus,Diagnostics|Health Care|Health Care Information Technology|Medical Devices,"2,800,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,01/07/14,23/04/15,,,2014
Mitoo Sports,Android|Email|iPhone|Mobile|SMS|Soccer|Sports,"2,727,683",operating,USA,CA,SF Bay Area,San Francisco,4,2014,20/06/11,22/05/15,,,2014
Mixmax,Software,"1,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,21/04/15,21/04/15,,,2014
Mobilbank,Banking|Finance|Financial Services,"1,500,000",operating,USA,CA,SF Bay Area,Sunnyvale,2,2014,01/09/14,15/02/15,,,2014
Mobilize,Communities|Enterprise Software|Productivity Software|SaaS,"1,200,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,25/11/14,25/11/14,,,2014
MobLabs,Apps|Mobile|Mobile Devices,"1,572,469",operating,USA,CA,Los Angeles,Venice,2,2014,01/01/15,06/05/15,,,2014
Modelo,3D|Architecture|Industrial|SaaS,"1,100,000",operating,USA,MA,Boston,Cambridge,2,2014,01/11/14,15/01/15,,,2014
Molio Inc.,Advertising|Brand Marketing|Technology,"4,000,000",operating,USA,UT,Salt Lake City,Salt Lake City,3,2014,01/01/14,30/09/15,,,2014
Moment,Hardware + Software|Mobile|Photography,"3,326,424",operating,USA,WA,Seattle,Seattle,2,2014,09/09/14,01/07/15,,,2014
Monegraph,Art|Bitcoin|Digital Media,"1,300,000",operating,USA,NY,New York City,New York,1,2014,23/02/15,23/02/15,,,2014
Monkimun,Kids|Language Learning|Mobile Games,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2014,01/08/14,31/03/15,,,2014
Moonlighting,Human Resources|Information Services|Information Technology|Marketplaces,"1,900,000",operating,USA,VA,"Washington, D.C.",Charlottesville,2,2014,01/06/14,12/06/15,,,2014
Moov cc.,Consumer Electronics|Fitness|Health and Wellness|Sports|Wearables,"4,000,000",operating,USA,CA,SF Bay Area,Mountain View,2,2014,14/03/14,22/10/14,,,2014
MPIRICA Health Analytics,Health Care|Hospitals|Medical,"2,000,000",operating,USA,WA,Seattle,Bellevue,2,2014,22/04/15,10/11/15,,,2014
mPoint Media,Analytics|Big Data|Cloud Computing|Marketplaces|Mobile,"1,200,000",operating,USA,NY,New York City,New York,2,2014,22/09/14,01/01/15,,,2014
MPOWER Financing,Finance,"4,000,000",operating,USA,DC,"Washington, D.C.",Washington,1,2014,07/10/15,07/10/15,,,2014
"mPulse Mobile, Inc.",Health Care|mHealth|Mobile,"1,700,000",operating,USA,CA,Los Angeles,Encino,1,2014,04/08/15,04/08/15,,,2014
MyActivityPal,Web Hosting,"5,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,27/01/14,27/01/14,,,2014
MyCordBank.com,Biotechnology,"2,000,000",operating,USA,UT,Salt Lake City,Salt Lake City,1,2014,08/12/13,08/12/13,,,2014
MyGoGames,Games,"1,400,000",operating,USA,TX,Austin,Austin,1,2014,30/07/14,30/07/14,,,2014
My Mobile Watchdog,Software,"4,022,496",operating,USA,CA,Anaheim,Newport Beach,1,2014,15/06/15,15/06/15,,,2014
Myndbee Inc.,Chat|Messaging|Photo Sharing|Social Media,"2,500,000",operating,USA,TX,Dallas,Irving,1,2014,12/06/15,12/06/15,,,2014
myNEXUS,Health Care|Hospitals,"13,600,000",operating,USA,TN,Nashville,Brentwood,1,2014,30/10/14,30/10/14,,,2014
Nanowear Inc.,Early-Stage Technology|Medical Devices,"1,500,000",operating,USA,NY,New York City,New York,1,2014,10/09/14,10/09/14,,,2014
Neoglyphic Entertainment,Entertainment,"2,430,000",operating,USA,CA,SF Bay Area,Campbell,1,2014,08/09/15,08/09/15,,,2014
Neokami Inc.,Artificial Intelligence|Computer Vision|Cyber Security|Machine Learning,"1,100,000",operating,USA,NY,New York City,New York,2,2014,01/08/14,08/07/15,,,2014
Nervana Systems,Computers,"24,400,000",operating,USA,CA,San Diego,San Diego,3,2014,17/04/14,04/06/15,,,2014
Nestigator.com,Real Estate,"3,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,2014,26/04/15,26/04/15,,,2014
Netherfire Entertainment,Entertainment,"1,500,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,2014,29/05/14,29/05/14,,,2014
NeuCoin,Non Profit,"2,500,000",operating,USA,VA,VA - Other,Worlds,1,2014,03/02/15,03/02/15,,,2014
Neumob,Cloud Computing|Mobile|Mobile Infrastructure|Software,"10,900,000",operating,USA,CA,SF Bay Area,Sunnyvale,2,2014,13/05/15,01/10/15,,,2014
NextTier Education,College Recruiting|Colleges|Education|High Schools|High School Students|Mobile|Productivity Software,"1,720,000",operating,USA,IL,Chicago,Chicago,2,2014,21/10/14,23/02/15,,,2014
NodeSource,Software,"3,000,000",operating,USA,NY,New York City,New York,1,2014,09/02/15,09/02/15,,,2014
nonda (No NDA inc),E-Commerce|Internet of Things,"3,000,000",operating,USA,CA,SF Bay Area,Palo Alto,2,2014,16/11/14,06/03/15,,,2014
NPM,Software,"10,600,000",operating,USA,CA,SF Bay Area,Oakland,2,2014,11/02/14,01/04/15,,,2014
N Toggle,Software,"5,600,000",operating,USA,MA,Boston,Boston,1,2014,03/02/15,03/02/15,,,2014
Nucleus,Consumer Electronics,"3,370,000",operating,USA,PA,Philadelphia,Philadelphia,1,2014,13/10/15,13/10/15,,,2014
Nuro Secure Messaging Ltd.,Computers|Messaging|Network Security,"2,000,000",operating,USA,NY,New York City,New York,1,2014,22/10/15,22/10/15,,,2014
Obeo Health,Health and Wellness|Health Care|Hospitals,"4,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,31/03/14,31/03/14,,,2014
OmniEarth,Analytics|Geospatial|Location Based Services|SaaS,"5,000,000",operating,USA,VA,"Washington, D.C.",Arlington,3,2014,18/02/14,05/05/15,,,2014
OnboardIQ,Human Resources|Recruiting,"3,300,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,18/05/15,18/05/15,,,2014
OneOme,Biotechnology,"1,040,832",operating,USA,MN,Minneapolis,Minneapolis,1,2014,18/05/15,18/05/15,,,2014
One Signal,Apps|Mobile Software Tools,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,20/04/15,20/04/15,,,2014
Onevest,B2B|Crowdfunding|Curated Web|Entrepreneur|Finance|Finance Technology|Investment Management|Marketplaces|Social Network Media|Startups,"5,300,000",operating,USA,NY,New York City,New York,2,2014,16/07/14,28/07/15,,,2014
Onfleet,Enterprise Software|Location Based Services|Logistics|Mobile|Navigation,"2,300,000",operating,USA,CA,SF Bay Area,San Francisco,3,2014,23/09/13,21/04/15,,,2014
Operator,E-Commerce Platforms|Search,"10,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,23/04/15,23/04/15,,,2014
OrangeHook,Financial Services,"3,480,000",operating,USA,MN,Minneapolis,Wayzata,2,2014,30/04/15,11/05/15,,,2014
ORIG3N,Bio-Pharm,"3,100,000",operating,USA,MA,Boston,Boston,1,2014,05/02/15,05/02/15,,,2014
Outlearn,EdTech|Software,"4,000,000",operating,USA,MA,Boston,Boston,2,2014,09/12/14,20/10/15,,,2014
"Outpost Games, Inc.",Computers,"6,200,000",operating,USA,CA,SF Bay Area,Redwood City,1,2014,23/07/15,23/07/15,,,2014
Ovid Therapeutics,Health Care,"80,060,000",operating,USA,NY,New York City,New York,2,2014,16/03/15,11/08/15,,,2014
Pachyderm,Big Data Analytics|Developer APIs|Infrastructure,"2,120,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,01/12/14,10/06/15,,,2014
Packet,Cloud Infrastructure|Web Hosting,"1,300,000",operating,USA,NY,New York City,New York,1,2014,01/11/14,01/11/14,,,2014
Pager,Health Care|Mobile|Technology,"24,400,000",operating,USA,NY,New York City,New York,3,2014,01/05/14,13/07/15,,,2014
PaidEasy,Services,"2,000,000",operating,USA,NY,New York City,New York,1,2014,11/08/15,11/08/15,,,2014
Paperspace,Business Services|Consumers|Enterprise Software|Small and Medium Businesses,"4,650,000",operating,USA,NY,New York City,Brooklyn,4,2014,06/01/15,20/04/15,,,2014
Parent Co.,Apps|Kids|Mobile|Parenting|Software,"5,200,000",operating,USA,VT,Montpelier,Burlington,3,2014,15/01/15,15/10/15,,,2014
ParentsWare,Internet|Internet of Things|Mobile,"2,825,000",operating,USA,CA,San Diego,San Diego,2,2014,22/08/14,18/06/15,,,2014
Paribus,Internet|Software,"2,220,000",operating,USA,NY,New York City,New York,2,2014,02/06/15,07/10/15,,,2014
Parkifi,Parking,"5,375,706",operating,USA,CO,Denver,Denver,3,2014,20/03/15,20/10/15,,,2014
PatientPop,Internet,"13,300,000",operating,USA,CA,Los Angeles,Santa Monica,2,2014,01/05/15,23/11/15,,,2014
PatPat,E-Commerce,"2,700,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,08/11/14,08/11/14,,,2014
Peach,Delivery|Location Based Services|Restaurants,"10,700,000",operating,USA,WA,Seattle,Seattle,2,2014,10/07/14,18/08/15,,,2014
PebblePost,Direct Advertising|Direct Marketing,"3,000,000",operating,USA,NY,New York City,New York,2,2014,03/10/14,06/10/15,,,2014
PediaQ,Health Care|Technology,"2,150,000",operating,USA,TX,Dallas,Dallas,3,2014,01/10/14,17/11/15,,,2014
PeerIQ,Big Data Analytics|Credit|Financial Services|FinTech|Peer-to-Peer|Risk Management,"8,500,000",operating,USA,NY,New York City,New York,2,2014,09/04/15,14/09/15,,,2014
PeerNova,Big Data|Data Privacy|Data Security|Financial Services,"19,588,164",operating,USA,CA,SF Bay Area,San Jose,3,2014,17/12/14,24/09/15,,,2014
PeopleHQ,Artificial Intelligence|Big Data Analytics|Computers|Machine Learning,"2,000,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,01/10/14,01/10/14,,,2014
"PERI, Inc.",Consumers|Electronics|Technology,"1,200,043",operating,USA,CA,Anaheim,Irvine,1,2014,02/07/15,02/07/15,,,2014
Perlstein Lab PBC,Biotechnology|Medical|Pharmaceuticals,"4,700,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,31/07/14,31/10/14,,,2014
Perpay Inc,Finance|Financial Services|Payments,"2,500,000",operating,USA,PA,Philadelphia,Philadelphia,2,2014,01/08/14,17/06/15,,,2014
PersistIQ,Sales Automation,"1,820,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,16/07/14,30/07/15,,,2014
Perspica Networks,Big Data Analytics|IT Management|Machine Learning|SaaS,"4,000,000",operating,USA,CA,SF Bay Area,Santa Clara,1,2014,16/06/15,16/06/15,,,2014
Petasense,Wireless,"1,834,916",operating,USA,CA,SF Bay Area,Foster City,1,2014,30/06/15,30/06/15,,,2014
PhageTech,Medical Devices,"2,400,000",operating,USA,CA,Bakersfield,California City,1,2014,28/09/15,28/09/15,,,2014
Phantom Cyber,Cyber Security|Enterprise Security|Information Security|Network Security,"9,200,000",operating,USA,NY,New York City,Woodside,2,2014,14/04/15,28/09/15,,,2014
"Phase 5 Group, LLC",Analytics|Project Management|SaaS,"2,598,800",operating,USA,VA,"Washington, D.C.",Mclean,3,2014,01/05/14,28/09/15,,,2014
PHHHOTO¬,Internet,"1,725,000",operating,USA,NY,New York City,Brooklyn,2,2014,15/08/14,19/11/15,,,2014
pHin,Chemicals|Consumer Electronics,"2,200,000",operating,USA,CA,SF Bay Area,Campbell,1,2014,01/09/15,01/09/15,,,2014
Photosynth,Technology,"3,758,095",operating,USA,WA,Seattle,Seattle,1,2014,09/09/15,09/09/15,,,2014
PicnicHealth,Medical,"2,120,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,16/07/14,02/04/15,,,2014
Pied Piper,Cloud Computing|SaaS|Technology,"5,200,000",operating,USA,CA,SF Bay Area,Palo Alto,2,2014,06/04/14,27/04/15,,,2014
Pillow,Hospitality|Marketplaces|Property Management|Real Estate,"2,650,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,17/03/14,20/01/15,,,2014
Pilot,Internet Infrastructure|Internet Service Providers,"1,555,000",operating,USA,NY,New York City,New York,2,2014,01/02/15,01/10/15,,,2014
PingTank,Social Network Media,"1,535,000",operating,USA,CA,Los Angeles,Studio City,3,2014,27/02/14,02/11/15,,,2014
PingThings,Big Data Analytics|Energy|Energy IT|Energy Management|Internet of Things|Machine Learning|Predictive Analytics|Sensors|Smart Grid|Utilities,"3,775,000",operating,USA,CA,"Orange County, California",San Juan Capistrano,3,2014,21/04/14,23/04/15,,,2014
Pipemonk (Formerly ZapStitch),Cloud Computing|Cloud Data Services|Data Integration|SaaS,"2,100,000",operating,USA,CA,SF Bay Area,Palo Alto,2,2014,01/05/14,12/05/15,,,2014
Pippio,Mobile|Publishing|SaaS|Technology,"2,250,000",operating,USA,NY,New York City,New York,1,2014,27/03/15,27/03/15,,,2014
"PlayFab, Inc.",Developer Tools|Games|PaaS|Service Providers,"9,900,000",operating,USA,WA,Seattle,Seattle,2,2014,19/08/14,27/02/15,,,2014
Playground Global,,"48,000,000",operating,USA,CA,SF Bay Area,Los Altos,1,2014,06/04/15,06/04/15,,,2014
Pledgeling,Internet|Mobile|Nonprofits,"4,000,000",operating,USA,CA,Los Angeles,Santa Monica,1,2014,17/04/15,17/04/15,,,2014
PocketDerm,Health Care|Medical,"2,850,000",operating,USA,CA,San Diego,San Diego,1,2014,30/12/14,30/12/14,,,2014
Pocket Points,Apps,"1,175,000",operating,USA,CA,Sacramento Valley,Chico,2,2014,30/07/15,10/09/15,,,2014
Podium Data,Information Technology,"2,000,000",operating,USA,MA,Boston,Lowell,1,2014,04/06/15,04/06/15,,,2014
PolicyGenius,Content|Education|Finance|Insurance|Marketplaces,"6,050,000",operating,USA,NY,New York City,Brooklyn,2,2014,21/07/14,15/06/15,,,2014
PowerToFly,Human Resources|Recruiting|Technology,"7,500,000",operating,USA,NY,New York City,New York,2,2014,01/07/14,30/06/15,,,2014
Praesidio Inc.,Big Data|Cloud Data Services|Cyber Security|Information Technology,"5,400,000",operating,USA,WA,Seattle,Seattle,2,2014,01/12/14,17/09/15,,,2014
Pragmatik IO Solutions,Security|Software,"2,045,999",operating,USA,GA,Atlanta,Atlanta,1,2014,21/07/14,21/07/14,,,2014
PredictifyMe,Software,"2,675,000",operating,USA,NC,Raleigh,Raleigh,2,2014,12/06/15,16/08/15,,,2014
Premonition,Legal,"3,000,000",operating,USA,FL,Miami,Miami,1,2014,04/11/15,04/11/15,,,2014
Promachos Holding,Business Services|Finance|Investment Management,"45,869,000",operating,USA,TX,Austin,Austin,1,2014,08/04/14,08/04/14,,,2014
Propel(x),Angels|Biotechnology|Deep Information Technology|Medical Devices|Venture Capital,"1,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,01/06/15,01/06/15,,,2014
ProSky,Corporate Training|Education|Recruiting,"2,350,000",operating,USA,CA,SF Bay Area,San Francisco,4,2014,08/10/14,17/08/15,,,2014
Protenus,Big Data Analytics|Cyber Security|Health and Wellness|Health Care Information Technology,"1,350,000",operating,USA,MD,Baltimore,Baltimore,4,2014,10/01/14,07/01/15,,,2014
Prynt,Consumer Electronics|Mobile|Photography,"2,200,000",operating,USA,CA,SF Bay Area,San Francisco,3,2014,14/07/14,10/04/15,,,2014
Quaero,Analytics|Big Data|Big Data Analytics|Digital Media|SaaS,"4,100,000",operating,USA,NC,Charlotte,Charlotte,2,2014,31/05/14,24/08/15,,,2014
Qualpay,Financial Services,"8,000,000",operating,USA,CA,SF Bay Area,San Mateo,1,2014,30/09/15,30/09/15,,,2014
Quartet Health,Digital Media|Health Care Information Technology|Predictive Analytics,"7,000,000",operating,USA,NY,New York City,New York,1,2014,02/03/15,02/03/15,,,2014
Quintype,Advertising|Analytics|Digital Media|Media|Mobile|Mobile Analytics|Predictive Analytics|Publishing,"3,250,000",operating,USA,CA,SF Bay Area,San Mateo,1,2014,23/09/15,23/09/15,,,2014
Qulsar,Mobile|Networking,"3,814,776",operating,USA,CA,SF Bay Area,San Jose,3,2014,01/03/14,07/10/15,,,2014
Qvivr,Finance Technology|Internet of Things|Mobile Payments,"1,755,027",operating,USA,CA,SF Bay Area,Santa Clara,1,2014,12/11/15,12/11/15,,,2014
Rallyon,Enterprise Software|Health and Wellness|Human Resources|Neuroscience,"1,500,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,17/06/11,01/05/14,,,2014
Rancher Labs,Startups,"10,000,000",operating,USA,CA,SF Bay Area,Cupertino,1,2014,09/06/15,09/06/15,,,2014
ReadMe.io,Communities|Development Platforms|Document Management,"1,120,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,01/12/14,19/06/15,,,2014
Real Savvy,Real Estate,"1,025,000",operating,USA,TX,Austin,Austin,2,2014,02/09/14,28/09/15,,,2014
Rebagg,Fashion,"4,800,000",operating,USA,NY,New York City,New York,2,2014,01/07/14,06/08/15,,,2014
Red Canary,Business Services|Cyber|Cyber Security,"2,500,000",operating,USA,CO,Denver,Denver,1,2014,26/03/15,26/03/15,,,2014
Reddo Mobility,Enterprise Security|Enterprise Software|Mobile|Virtualization,"4,250,000",operating,USA,MA,Boston,Cambridge,1,2014,07/01/15,07/01/15,,,2014
Redox,Health Care|Health Care Information Technology|Hospitals,"4,000,000",operating,USA,WI,Madison,Madison,2,2014,26/11/14,20/10/15,,,2014
Redwood Scientific Technologies,Medical Devices,"1,565,000",operating,USA,CA,Ontario - Inland Empire,Claremont,2,2014,19/02/15,15/05/15,,,2014
ReelStyle,Designers|Internet Marketing|Online Shopping|Product Design,"16,000,000",operating,USA,CA,Los Angeles,Santa Monica,2,2014,31/01/15,31/01/15,,,2014
Reflektive,Analytics|Human Resources|SaaS,"3,600,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,08/10/15,08/10/15,,,2014
RegenMedTX,Biotechnology,"4,366,667",operating,USA,NC,NC - Other,Statesville,1,2014,05/08/15,05/08/15,,,2014
